transaction_key,transaction_id,date_key,customer_key,account_key,category_key,merchant_key,channel_key,amount,abs_amount,transaction_type,status,is_flagged,is_recurring
1870,TXN-001870,20240404,476,574,3,3,4,-329.65,329.65,Expense,Pending,1,1
1871,TXN-001871,20240909,352,363,7,12,7,-307.85,307.85,Expense,Completed,0,0
1872,TXN-001872,20230901,402,961,5,4,1,-106.77,106.77,Expense,Completed,0,0
1873,TXN-001873,20241230,553,693,8,20,1,-94.15,94.15,Expense,Completed,0,0
1874,TXN-001874,20220207,703,496,8,10,1,-126.67,126.67,Expense,Completed,0,0
1875,TXN-001875,20230101,212,659,1,17,4,-274.55,274.55,Expense,Completed,0,0
1876,TXN-001876,20231204,484,664,5,5,1,-14.99,14.99,Expense,Completed,0,0
1877,TXN-001877,20230609,548,365,8,16,4,-67.23,67.23,Expense,Completed,0,0
1878,TXN-001878,20241115,320,330,1,14,6,-448.72,448.72,Expense,Completed,0,0
1879,TXN-001879,20240406,733,121,13,,5,2828.23,2828.23,Transfer,Pending,0,0
1880,TXN-001880,20240314,745,713,20,,6,2843.49,2843.49,Income,Completed,0,0
1881,TXN-001881,20230826,740,524,5,8,4,-43.33,43.33,Expense,Completed,0,0
1882,TXN-001882,20230828,751,555,10,,4,7792.74,7792.74,Income,Completed,0,1
1883,TXN-001883,20221023,200,33,4,20,7,-360.09,360.09,Expense,Completed,0,0
1884,TXN-001884,20221116,548,350,10,,2,2834.07,2834.07,Income,Failed,0,1
1885,TXN-001885,20220329,269,530,4,4,3,-110.58,110.58,Expense,Completed,0,0
1886,TXN-001886,20230107,392,443,12,,5,3817.17,3817.17,Income,Completed,1,0
1887,TXN-001887,20230823,462,215,5,4,2,-39.18,39.18,Expense,Completed,0,0
1888,TXN-001888,20240807,571,865,3,7,7,-315.53,315.53,Expense,Completed,0,1
1889,TXN-001889,20231228,364,95,3,18,2,-119.12,119.12,Expense,Completed,0,1
1890,TXN-001890,20220330,28,64,7,11,7,-33.45,33.45,Expense,Failed,0,0
1891,TXN-001891,20220728,406,609,12,,6,587.13,587.13,Income,Reversed,0,0
1892,TXN-001892,20231119,206,138,16,8,1,-60.78,60.78,Expense,Completed,0,1
1893,TXN-001893,20240717,718,41,5,2,4,-12.65,12.65,Expense,Failed,0,0
1894,TXN-001894,20240717,313,424,20,,1,8758.27,8758.27,Income,Pending,0,0
1895,TXN-001895,20241128,174,587,10,,2,12917.59,12917.59,Income,Completed,0,1
1896,TXN-001896,20221022,596,290,7,8,6,-234.7,234.7,Expense,Failed,0,0
1897,TXN-001897,20230924,166,803,3,6,7,-135.49,135.49,Expense,Completed,0,1
1898,TXN-001898,20230208,152,628,16,12,5,-74.22,74.22,Expense,Completed,0,1
1899,TXN-001899,20230613,605,200,11,,5,260.22,260.22,Income,Completed,0,0
1900,TXN-001900,20241103,355,420,20,,3,6469.34,6469.34,Income,Pending,0,0
1901,TXN-001901,20230912,64,729,1,15,1,-275.54,275.54,Expense,Completed,0,0
1902,TXN-001902,20220704,270,563,7,18,2,-367.49,367.49,Expense,Failed,0,0
1903,TXN-001903,20220616,577,495,10,,4,4915.73,4915.73,Income,Completed,0,1
1904,TXN-001904,20220929,340,36,8,3,4,-207.04,207.04,Expense,Pending,0,0
1905,TXN-001905,20221029,151,251,4,2,4,-52.11,52.11,Expense,Completed,0,0
1906,TXN-001906,20241221,198,151,12,,4,4273.82,4273.82,Income,Completed,0,0
1907,TXN-001907,20221224,312,361,4,8,2,-232.0,232.0,Expense,Completed,1,0
1908,TXN-001908,20241129,637,355,6,12,4,-115.0,115.0,Expense,Failed,0,0
1909,TXN-001909,20220922,118,25,18,4,6,-1656.68,1656.68,Expense,Completed,0,0
1910,TXN-001910,20240509,746,805,5,13,4,-130.03,130.03,Expense,Completed,0,0
1911,TXN-001911,20221019,700,254,1,10,2,-183.72,183.72,Expense,Completed,0,0
1912,TXN-001912,20230110,64,199,3,4,4,-434.42,434.42,Expense,Completed,0,1
1913,TXN-001913,20240801,785,518,5,17,3,-95.28,95.28,Expense,Completed,0,0
1914,TXN-001914,20220722,20,602,8,3,2,-174.53,174.53,Expense,Reversed,0,0
1915,TXN-001915,20231102,14,458,1,15,7,-138.99,138.99,Expense,Completed,0,0
1916,TXN-001916,20241213,680,400,10,,2,11474.42,11474.42,Income,Completed,1,1
1917,TXN-001917,20221123,435,653,12,,1,308.88,308.88,Income,Completed,0,0
1918,TXN-001918,20220517,411,548,7,8,4,-330.2,330.2,Expense,Completed,0,0
1919,TXN-001919,20220628,353,271,1,19,5,-219.99,219.99,Expense,Failed,0,0
1920,TXN-001920,20230822,555,840,4,12,1,-365.71,365.71,Expense,Completed,0,0
1921,TXN-001921,20220416,414,298,4,9,2,-182.22,182.22,Expense,Completed,0,0
1922,TXN-001922,20230906,312,361,11,,5,303.1,303.1,Income,Completed,0,0
1923,TXN-001923,20230420,250,488,16,10,5,-402.39,402.39,Expense,Completed,0,1
1924,TXN-001924,20230711,37,444,13,,4,4147.92,4147.92,Transfer,Completed,0,0
1925,TXN-001925,20220826,143,789,4,20,7,-445.54,445.54,Expense,Completed,0,0
1926,TXN-001926,20221213,605,200,10,,4,12152.05,12152.05,Income,Completed,0,1
1927,TXN-001927,20231013,156,773,12,,1,2391.79,2391.79,Income,Completed,0,0
1928,TXN-001928,20240909,312,464,11,,4,53.15,53.15,Income,Completed,0,0
1929,TXN-001929,20221024,283,211,5,11,7,-84.6,84.6,Expense,Completed,0,0
1930,TXN-001930,20240827,7,603,10,,5,13085.54,13085.54,Income,Failed,0,1
1931,TXN-001931,20220430,596,264,4,14,3,-186.58,186.58,Expense,Completed,0,0
1932,TXN-001932,20221020,540,598,10,,3,8843.89,8843.89,Income,Completed,0,1
1933,TXN-001933,20240809,425,550,16,10,4,-397.59,397.59,Expense,Completed,0,1
1934,TXN-001934,20221231,668,597,1,8,5,-381.08,381.08,Expense,Completed,0,0
1935,TXN-001935,20240219,639,483,1,15,2,-120.96,120.96,Expense,Completed,1,0
1936,TXN-001936,20220319,203,942,3,6,2,-21.31,21.31,Expense,Completed,0,1
1937,TXN-001937,20230609,487,207,12,,2,2054.26,2054.26,Income,Completed,0,0
1938,TXN-001938,20240604,687,107,2,5,7,-2573.27,2573.27,Expense,Pending,0,1
1939,TXN-001939,20230113,249,508,15,8,6,-560.39,560.39,Expense,Completed,0,1
1940,TXN-001940,20240305,751,409,10,,5,8843.96,8843.96,Income,Completed,0,1
1941,TXN-001941,20240417,308,442,16,12,5,-113.43,113.43,Expense,Pending,0,1
1942,TXN-001942,20241028,20,630,10,,2,10910.14,10910.14,Income,Failed,0,1
1943,TXN-001943,20231009,600,788,3,15,5,-344.84,344.84,Expense,Completed,0,1
1944,TXN-001944,20220106,88,399,9,2,6,-210.0,210.0,Expense,Completed,0,0
1945,TXN-001945,20230302,491,47,4,4,5,-250.25,250.25,Expense,Pending,0,0
1946,TXN-001946,20221208,152,628,8,6,4,-445.45,445.45,Expense,Completed,0,0
1947,TXN-001947,20240812,77,969,1,14,4,-240.94,240.94,Expense,Completed,0,0
1948,TXN-001948,20241102,243,827,10,,1,6904.25,6904.25,Income,Completed,0,1
1949,TXN-001949,20240614,47,69,15,10,3,-434.04,434.04,Expense,Completed,0,1
1950,TXN-001950,20240814,675,858,10,,5,5038.65,5038.65,Income,Completed,0,1
1951,TXN-001951,20240128,431,106,1,5,3,-445.38,445.38,Expense,Failed,0,0
1952,TXN-001952,20230705,211,860,15,15,2,-1935.39,1935.39,Expense,Completed,0,1
1953,TXN-001953,20221117,779,162,10,,1,14260.46,14260.46,Income,Reversed,0,1
1954,TXN-001954,20240711,153,71,10,,7,13831.06,13831.06,Income,Completed,0,1
1955,TXN-001955,20240607,370,677,10,,1,9487.7,9487.7,Income,Pending,0,1
1956,TXN-001956,20220830,12,818,7,6,5,-57.63,57.63,Expense,Pending,0,0
1957,TXN-001957,20240204,600,741,11,,3,126.07,126.07,Income,Completed,0,0
1958,TXN-001958,20221121,680,274,7,16,1,-422.07,422.07,Expense,Completed,0,0
1959,TXN-001959,20220226,217,376,6,17,5,-78.35,78.35,Expense,Completed,0,0
1960,TXN-001960,20220624,751,409,14,,5,-4763.37,4763.37,Transfer,Completed,0,0
1961,TXN-001961,20241208,733,99,2,2,6,-1136.84,1136.84,Expense,Completed,0,1
1962,TXN-001962,20230117,312,464,2,20,3,-1124.86,1124.86,Expense,Pending,0,1
1963,TXN-001963,20240406,680,400,8,16,1,-75.29,75.29,Expense,Completed,0,0
1964,TXN-001964,20241013,511,950,18,20,7,-244.11,244.11,Expense,Completed,0,0
1965,TXN-001965,20240507,466,962,7,19,4,-423.69,423.69,Expense,Completed,0,0
1966,TXN-001966,20240410,92,678,3,19,3,-99.87,99.87,Expense,Completed,1,1
1967,TXN-001967,20220729,553,693,18,18,3,-1539.32,1539.32,Expense,Completed,0,0
1968,TXN-001968,20231107,110,105,4,20,2,-286.7,286.7,Expense,Completed,0,0
1969,TXN-001969,20230410,587,888,15,17,1,-894.62,894.62,Expense,Completed,0,1
1970,TXN-001970,20221225,468,85,8,16,3,-408.24,408.24,Expense,Completed,0,0
1971,TXN-001971,20240417,777,62,2,12,5,-1352.31,1352.31,Expense,Completed,0,1
1972,TXN-001972,20220326,563,266,9,13,6,-261.92,261.92,Expense,Failed,0,0
1973,TXN-001973,20220420,435,653,1,16,6,-214.26,214.26,Expense,Completed,0,0
1974,TXN-001974,20241021,15,631,10,,3,8383.69,8383.69,Income,Completed,0,1
1975,TXN-001975,20220920,475,702,1,15,6,-219.19,219.19,Expense,Failed,0,0
1976,TXN-001976,20230916,356,864,1,2,5,-327.51,327.51,Expense,Completed,0,0
1977,TXN-001977,20240911,189,243,4,3,3,-405.2,405.2,Expense,Completed,0,0
1978,TXN-001978,20221112,571,865,4,16,7,-444.22,444.22,Expense,Completed,0,0
1979,TXN-001979,20221231,249,248,7,16,6,-127.39,127.39,Expense,Completed,0,0
1980,TXN-001980,20240504,422,172,4,14,4,-157.43,157.43,Expense,Completed,0,0
1981,TXN-001981,20240725,321,497,9,16,1,-110.08,110.08,Expense,Completed,0,0
1982,TXN-001982,20231025,161,844,15,12,6,-502.5,502.5,Expense,Completed,0,1
1983,TXN-001983,20220423,270,563,6,12,5,-131.33,131.33,Expense,Completed,0,0
1984,TXN-001984,20220108,286,96,1,12,3,-477.02,477.02,Expense,Completed,0,0
1985,TXN-001985,20230822,798,269,4,16,5,-445.26,445.26,Expense,Completed,0,0
1986,TXN-001986,20230914,174,342,5,9,4,-92.62,92.62,Expense,Completed,0,0
1987,TXN-001987,20220716,768,620,1,14,6,-201.16,201.16,Expense,Completed,0,0
1988,TXN-001988,20230330,466,962,17,10,7,-69.98,69.98,Expense,Completed,0,1
1989,TXN-001989,20240131,272,921,13,,4,604.1,604.1,Transfer,Completed,0,0
1990,TXN-001990,20220130,169,110,16,10,3,-45.38,45.38,Expense,Completed,0,1
1991,TXN-001991,20230211,443,781,10,,2,12195.43,12195.43,Income,Completed,0,1
1992,TXN-001992,20240310,798,269,5,14,4,-59.29,59.29,Expense,Failed,0,0
1993,TXN-001993,20240226,379,384,1,11,4,-425.08,425.08,Expense,Completed,0,0
1994,TXN-001994,20240918,197,907,20,,2,9712.4,9712.4,Income,Completed,0,0
1995,TXN-001995,20241212,555,840,3,18,3,-423.32,423.32,Expense,Completed,1,1
1996,TXN-001996,20220310,371,127,16,12,6,-405.71,405.71,Expense,Completed,0,1
1997,TXN-001997,20240519,410,135,4,2,7,-392.93,392.93,Expense,Failed,0,0
1998,TXN-001998,20231201,600,741,3,14,5,-359.06,359.06,Expense,Completed,0,1
1999,TXN-001999,20240803,357,683,11,,6,320.0,320.0,Income,Completed,0,0
2000,TXN-002000,20230427,165,592,2,11,6,-980.52,980.52,Expense,Completed,0,1
2001,TXN-002001,20240630,682,158,10,,5,6736.06,6736.06,Income,Completed,0,1
2002,TXN-002002,20220806,24,991,10,,2,7876.27,7876.27,Income,Completed,0,1
2003,TXN-002003,20240611,308,339,4,5,3,-257.62,257.62,Expense,Completed,0,0
2004,TXN-002004,20220510,269,237,6,9,5,-18.74,18.74,Expense,Pending,0,0
2005,TXN-002005,20230902,754,241,9,6,2,-374.08,374.08,Expense,Completed,0,0
2006,TXN-002006,20220424,19,516,10,,2,13288.7,13288.7,Income,Completed,0,1
2007,TXN-002007,20231202,435,653,3,1,7,-26.48,26.48,Expense,Completed,0,1
2008,TXN-002008,20220123,418,92,2,17,7,-1690.56,1690.56,Expense,Completed,0,1
2009,TXN-002009,20240928,517,394,12,,1,680.69,680.69,Income,Failed,0,0
2010,TXN-002010,20240225,153,71,4,12,1,-305.79,305.79,Expense,Completed,0,0
2011,TXN-002011,20231021,315,957,5,1,3,-102.96,102.96,Expense,Pending,0,0
2012,TXN-002012,20240115,348,116,20,,3,9375.64,9375.64,Income,Completed,0,0
2013,TXN-002013,20230511,421,422,4,16,2,-458.41,458.41,Expense,Pending,0,0
2014,TXN-002014,20240815,571,168,3,9,7,-266.04,266.04,Expense,Completed,0,1
2015,TXN-002015,20240718,658,643,3,6,3,-307.86,307.86,Expense,Completed,0,1
2016,TXN-002016,20230526,5,672,1,6,5,-199.35,199.35,Expense,Completed,0,0
2017,TXN-002017,20220222,506,635,13,,4,2643.24,2643.24,Transfer,Completed,0,0
2018,TXN-002018,20221028,290,596,9,1,7,-475.74,475.74,Expense,Completed,0,0
2019,TXN-002019,20231024,751,951,1,10,2,-416.63,416.63,Expense,Pending,0,0
2020,TXN-002020,20220819,514,390,13,,1,1966.74,1966.74,Transfer,Completed,0,0
2021,TXN-002021,20240317,471,554,10,,5,10691.9,10691.9,Income,Completed,0,1
2022,TXN-002022,20230524,438,55,8,9,5,-208.98,208.98,Expense,Completed,0,0
2023,TXN-002023,20240809,19,180,4,4,4,-367.44,367.44,Expense,Completed,0,0
2024,TXN-002024,20220914,466,962,2,19,6,-732.68,732.68,Expense,Completed,0,1
2025,TXN-002025,20240812,2,4,10,,2,8590.0,8590.0,Income,Completed,0,1
2026,TXN-002026,20240114,20,602,4,12,6,-247.36,247.36,Expense,Pending,0,0
2027,TXN-002027,20230409,609,843,16,16,7,-216.67,216.67,Expense,Completed,0,1
2028,TXN-002028,20240117,492,51,10,,1,6449.02,6449.02,Income,Completed,0,1
2029,TXN-002029,20220923,287,324,10,,6,4217.12,4217.12,Income,Completed,0,1
2030,TXN-002030,20230429,227,599,3,20,3,-405.59,405.59,Expense,Completed,0,1
2031,TXN-002031,20221105,324,345,7,6,1,-222.28,222.28,Expense,Completed,0,0
2032,TXN-002032,20241104,206,138,1,17,1,-387.7,387.7,Expense,Completed,0,0
2033,TXN-002033,20240301,268,247,18,19,5,-141.86,141.86,Expense,Completed,0,0
2034,TXN-002034,20231201,214,556,3,2,6,-469.43,469.43,Expense,Completed,0,1
2035,TXN-002035,20231207,332,756,20,,7,2146.68,2146.68,Income,Completed,0,0
2036,TXN-002036,20230116,274,185,15,9,1,-1098.99,1098.99,Expense,Pending,0,1
2037,TXN-002037,20240925,508,816,18,17,2,-2275.07,2275.07,Expense,Completed,0,0
2038,TXN-002038,20220730,312,361,13,,2,4412.46,4412.46,Transfer,Completed,0,0
2039,TXN-002039,20240504,761,351,8,1,6,-308.42,308.42,Expense,Completed,0,0
2040,TXN-002040,20220517,615,939,11,,1,65.24,65.24,Income,Completed,0,0
2041,TXN-002041,20230828,700,673,1,13,7,-183.38,183.38,Expense,Reversed,0,0
2042,TXN-002042,20241202,403,960,16,20,3,-252.3,252.3,Expense,Completed,0,1
2043,TXN-002043,20240602,444,225,11,,4,190.32,190.32,Income,Completed,0,0
2044,TXN-002044,20220513,404,859,1,9,3,-469.44,469.44,Expense,Completed,1,0
2045,TXN-002045,20220629,212,19,5,8,5,-39.96,39.96,Expense,Completed,0,0
2046,TXN-002046,20220425,318,40,1,15,1,-34.49,34.49,Expense,Completed,0,0
2047,TXN-002047,20220523,763,333,2,10,1,-1072.46,1072.46,Expense,Completed,0,1
2048,TXN-002048,20230217,488,300,10,,3,9708.22,9708.22,Income,Completed,0,1
2049,TXN-002049,20221107,165,592,15,14,4,-1298.18,1298.18,Expense,Completed,0,1
2050,TXN-002050,20220325,333,730,4,3,7,-26.62,26.62,Expense,Completed,0,0
2051,TXN-002051,20220119,777,62,2,18,7,-2203.17,2203.17,Expense,Completed,0,1
2052,TXN-002052,20230129,706,481,4,4,5,-469.06,469.06,Expense,Completed,0,0
2053,TXN-002053,20220701,759,708,1,10,5,-249.65,249.65,Expense,Completed,0,0
2054,TXN-002054,20240526,340,36,13,,2,3636.53,3636.53,Transfer,Completed,0,0
2055,TXN-002055,20231205,644,710,11,,7,349.5,349.5,Income,Failed,0,0
2056,TXN-002056,20220421,82,869,6,2,1,-51.4,51.4,Expense,Completed,0,0
2057,TXN-002057,20220425,176,109,1,16,6,-406.1,406.1,Expense,Completed,1,0
2058,TXN-002058,20220320,313,369,5,9,3,-93.52,93.52,Expense,Failed,0,0
2059,TXN-002059,20241225,407,83,8,4,4,-44.92,44.92,Expense,Completed,0,0
2060,TXN-002060,20241214,338,86,4,9,5,-108.72,108.72,Expense,Completed,0,0
2061,TXN-002061,20230518,332,756,10,,1,10640.57,10640.57,Income,Completed,0,1
2062,TXN-002062,20230201,439,545,1,16,3,-345.04,345.04,Expense,Completed,0,0
2063,TXN-002063,20230328,20,602,1,18,1,-401.86,401.86,Expense,Pending,0,0
2064,TXN-002064,20230702,600,610,12,,3,215.82,215.82,Income,Completed,0,0
2065,TXN-002065,20240814,545,291,10,,4,10887.68,10887.68,Income,Completed,0,1
2066,TXN-002066,20230125,633,308,7,17,1,-96.81,96.81,Expense,Completed,0,0
2067,TXN-002067,20240808,5,672,9,8,6,-304.27,304.27,Expense,Completed,0,0
2068,TXN-002068,20240423,91,873,12,,5,634.27,634.27,Income,Pending,0,0
2069,TXN-002069,20220226,785,819,13,,4,4870.93,4870.93,Transfer,Failed,1,0
2070,TXN-002070,20240625,282,166,4,1,5,-107.81,107.81,Expense,Failed,0,0
2071,TXN-002071,20220115,283,211,1,13,6,-469.79,469.79,Expense,Completed,1,0
2072,TXN-002072,20241023,48,711,1,14,3,-285.14,285.14,Expense,Completed,0,0
2073,TXN-002073,20220223,174,268,10,,1,7809.58,7809.58,Income,Completed,0,1
2074,TXN-002074,20240212,66,23,10,,4,10090.73,10090.73,Income,Completed,1,1
2075,TXN-002075,20220509,236,17,13,,6,3286.18,3286.18,Transfer,Completed,0,0
2076,TXN-002076,20240625,221,956,6,17,4,-76.8,76.8,Expense,Completed,0,0
2077,TXN-002077,20220903,410,476,4,14,3,-223.5,223.5,Expense,Completed,0,0
2078,TXN-002078,20220201,395,169,6,20,4,-20.81,20.81,Expense,Completed,0,0
2079,TXN-002079,20231107,126,84,9,14,6,-114.73,114.73,Expense,Completed,0,0
2080,TXN-002080,20230129,220,59,10,,2,5461.13,5461.13,Income,Completed,0,1
2081,TXN-002081,20240114,525,871,10,,7,14599.62,14599.62,Income,Failed,0,1
2082,TXN-002082,20220629,519,943,10,,4,9098.11,9098.11,Income,Completed,0,1
2083,TXN-002083,20220822,541,256,4,15,5,-428.51,428.51,Expense,Completed,1,0
2084,TXN-002084,20240722,535,499,4,12,6,-56.44,56.44,Expense,Completed,1,0
2085,TXN-002085,20231107,700,254,14,,6,-2775.75,2775.75,Transfer,Completed,0,0
2086,TXN-002086,20231030,733,121,15,7,1,-1749.53,1749.53,Expense,Failed,0,1
2087,TXN-002087,20230215,612,782,10,,3,3732.1,3732.1,Income,Completed,0,1
2088,TXN-002088,20220927,221,1,3,8,5,-268.44,268.44,Expense,Completed,0,1
2089,TXN-002089,20230830,537,209,6,6,2,-103.71,103.71,Expense,Pending,0,0
2090,TXN-002090,20230402,577,495,5,19,1,-83.27,83.27,Expense,Completed,0,0
2091,TXN-002091,20221024,91,786,15,19,1,-1806.07,1806.07,Expense,Completed,0,1
2092,TXN-002092,20220504,716,731,15,15,4,-1052.41,1052.41,Expense,Completed,0,1
2093,TXN-002093,20240328,322,690,13,,1,3654.13,3654.13,Transfer,Completed,0,0
2094,TXN-002094,20240424,590,364,13,,4,4095.72,4095.72,Transfer,Completed,0,0
2095,TXN-002095,20241221,129,522,16,16,7,-287.14,287.14,Expense,Completed,0,1
2096,TXN-002096,20240302,506,635,10,,6,11255.79,11255.79,Income,Completed,0,1
2097,TXN-002097,20221020,666,246,6,17,2,-139.03,139.03,Expense,Completed,0,0
2098,TXN-002098,20241117,132,229,3,13,5,-37.49,37.49,Expense,Completed,0,1
2099,TXN-002099,20220719,791,686,6,18,7,-50.38,50.38,Expense,Completed,0,0
2100,TXN-002100,20240609,703,496,8,3,2,-224.45,224.45,Expense,Completed,0,0
2101,TXN-002101,20240730,24,991,4,16,7,-269.87,269.87,Expense,Completed,0,0
2102,TXN-002102,20241004,249,248,6,18,6,-95.96,95.96,Expense,Failed,0,0
2103,TXN-002103,20241220,281,688,6,3,5,-23.83,23.83,Expense,Completed,0,0
2104,TXN-002104,20230807,62,561,15,7,1,-854.28,854.28,Expense,Completed,0,1
2105,TXN-002105,20240826,211,860,7,9,1,-477.29,477.29,Expense,Completed,0,0
2106,TXN-002106,20220608,53,621,10,,2,13783.99,13783.99,Income,Completed,0,1
2107,TXN-002107,20231008,399,764,5,5,6,-88.86,88.86,Expense,Completed,0,0
2108,TXN-002108,20240413,750,856,7,19,5,-367.22,367.22,Expense,Completed,0,0
2109,TXN-002109,20220830,31,955,17,6,6,-36.07,36.07,Expense,Completed,0,1
2110,TXN-002110,20240126,671,371,14,,1,-2899.88,2899.88,Transfer,Completed,0,0
2111,TXN-002111,20240326,270,222,9,15,2,-49.0,49.0,Expense,Failed,0,0
2112,TXN-002112,20240119,85,760,10,,2,11582.22,11582.22,Income,Completed,0,1
2113,TXN-002113,20230119,350,213,13,,4,832.48,832.48,Transfer,Completed,0,0
2114,TXN-002114,20230730,355,886,1,1,4,-251.58,251.58,Expense,Completed,0,0
2115,TXN-002115,20230626,306,181,9,15,6,-25.64,25.64,Expense,Completed,0,0
2116,TXN-002116,20230129,411,548,5,18,2,-39.23,39.23,Expense,Completed,0,0
2117,TXN-002117,20230902,20,630,18,15,5,-2887.6,2887.6,Expense,Completed,1,0
2118,TXN-002118,20241012,28,64,13,,3,1337.4,1337.4,Transfer,Completed,0,0
2119,TXN-002119,20240229,276,503,14,,3,-4726.99,4726.99,Transfer,Completed,0,0
2120,TXN-002120,20230324,266,265,8,4,2,-242.43,242.43,Expense,Completed,0,0
2121,TXN-002121,20230428,560,66,1,4,5,-117.5,117.5,Expense,Completed,0,0
2122,TXN-002122,20230423,633,319,14,,2,-3715.85,3715.85,Transfer,Completed,0,0
2123,TXN-002123,20240919,717,868,1,1,6,-390.91,390.91,Expense,Pending,0,0
2124,TXN-002124,20230901,244,21,16,11,6,-462.96,462.96,Expense,Completed,0,1
2125,TXN-002125,20220518,779,162,9,15,2,-142.64,142.64,Expense,Completed,1,0
2126,TXN-002126,20240719,16,875,4,10,3,-468.5,468.5,Expense,Completed,0,0
2127,TXN-002127,20240629,502,585,5,1,1,-147.08,147.08,Expense,Completed,0,0
2128,TXN-002128,20230404,636,460,18,11,2,-540.36,540.36,Expense,Completed,0,0
2129,TXN-002129,20231106,616,44,1,10,2,-308.46,308.46,Expense,Completed,0,0
2130,TXN-002130,20220928,512,800,1,10,1,-293.29,293.29,Expense,Completed,0,0
2131,TXN-002131,20230805,622,832,1,3,6,-457.79,457.79,Expense,Completed,0,0
2132,TXN-002132,20221113,60,645,16,5,2,-50.51,50.51,Expense,Completed,0,1
2133,TXN-002133,20241027,683,145,6,17,5,-113.39,113.39,Expense,Completed,0,0
2134,TXN-002134,20220805,340,913,15,1,3,-1813.26,1813.26,Expense,Pending,0,1
2135,TXN-002135,20230610,240,650,3,13,2,-82.56,82.56,Expense,Pending,0,1
2136,TXN-002136,20220205,106,191,9,2,2,-124.2,124.2,Expense,Completed,0,0
2137,TXN-002137,20230424,797,634,5,7,2,-128.74,128.74,Expense,Completed,0,0
2138,TXN-002138,20240317,645,480,5,17,1,-32.81,32.81,Expense,Failed,0,0
2139,TXN-002139,20221210,718,641,20,,1,3220.59,3220.59,Income,Completed,0,0
2140,TXN-002140,20230715,460,612,20,,5,1099.19,1099.19,Income,Completed,0,0
2141,TXN-002141,20231223,253,281,5,9,4,-35.85,35.85,Expense,Pending,0,0
2142,TXN-002142,20230807,398,580,3,2,2,-225.56,225.56,Expense,Completed,0,1
2143,TXN-002143,20241120,561,24,1,19,4,-196.09,196.09,Expense,Completed,0,0
2144,TXN-002144,20221008,249,502,13,,7,146.79,146.79,Transfer,Completed,0,0
2145,TXN-002145,20230613,733,121,10,,4,3907.93,3907.93,Income,Completed,0,1
2146,TXN-002146,20240627,499,352,13,,5,2204.98,2204.98,Transfer,Completed,0,0
2147,TXN-002147,20241202,76,373,7,9,5,-440.88,440.88,Expense,Completed,0,0
2148,TXN-002148,20240709,577,908,10,,1,13697.66,13697.66,Income,Completed,0,1
2149,TXN-002149,20220413,763,333,2,9,4,-2279.46,2279.46,Expense,Completed,1,1
2150,TXN-002150,20230812,593,937,20,,1,8813.18,8813.18,Income,Completed,0,0
2151,TXN-002151,20221230,658,643,12,,5,197.43,197.43,Income,Failed,0,0
2152,TXN-002152,20230906,621,573,4,15,1,-241.51,241.51,Expense,Pending,0,0
2153,TXN-002153,20220924,114,461,4,3,5,-231.97,231.97,Expense,Completed,0,0
2154,TXN-002154,20221123,47,69,10,,1,11448.75,11448.75,Income,Failed,1,1
2155,TXN-002155,20240825,312,464,10,,7,1991.09,1991.09,Income,Completed,0,1
2156,TXN-002156,20240611,555,840,15,17,6,-1434.21,1434.21,Expense,Completed,0,1
2157,TXN-002157,20221206,205,156,16,15,1,-258.51,258.51,Expense,Completed,0,1
2158,TXN-002158,20221010,792,414,13,,2,1245.72,1245.72,Transfer,Completed,0,0
2159,TXN-002159,20220425,718,641,6,6,1,-92.57,92.57,Expense,Completed,0,0
2160,TXN-002160,20230502,190,970,10,,1,10113.79,10113.79,Income,Completed,0,1
2161,TXN-002161,20230129,357,309,10,,3,7704.18,7704.18,Income,Completed,0,1
2162,TXN-002162,20221112,91,752,15,5,4,-264.54,264.54,Expense,Failed,0,1
2163,TXN-002163,20240321,295,619,12,,4,3829.61,3829.61,Income,Completed,0,0
2164,TXN-002164,20221024,616,44,11,,2,219.52,219.52,Income,Completed,0,0
2165,TXN-002165,20230506,129,692,10,,7,10099.34,10099.34,Income,Completed,0,1
2166,TXN-002166,20220423,176,109,10,,5,13289.16,13289.16,Income,Completed,0,1
2167,TXN-002167,20240418,42,539,18,17,7,-2757.87,2757.87,Expense,Completed,0,0
2168,TXN-002168,20230216,306,181,2,10,1,-1829.46,1829.46,Expense,Completed,0,1
2169,TXN-002169,20230108,585,525,17,2,1,-32.58,32.58,Expense,Completed,0,1
2170,TXN-002170,20240926,700,542,1,13,1,-101.68,101.68,Expense,Completed,0,0
2171,TXN-002171,20240411,111,210,14,,1,-945.07,945.07,Transfer,Completed,0,0
2172,TXN-002172,20240301,453,445,1,20,1,-416.89,416.89,Expense,Completed,0,0
2173,TXN-002173,20220912,487,540,20,,6,4918.77,4918.77,Income,Completed,0,0
2174,TXN-002174,20230714,582,485,3,17,1,-364.5,364.5,Expense,Pending,0,1
2175,TXN-002175,20240408,182,903,15,16,3,-1378.32,1378.32,Expense,Completed,0,1
2176,TXN-002176,20230825,693,475,6,18,3,-136.89,136.89,Expense,Completed,0,0
2177,TXN-002177,20220514,549,646,11,,4,419.15,419.15,Income,Completed,0,0
2178,TXN-002178,20230725,461,670,16,6,2,-376.89,376.89,Expense,Completed,0,1
2179,TXN-002179,20231229,232,666,13,,2,1099.29,1099.29,Transfer,Completed,0,0
