account_key,account_id,customer_key,account_type,currency,balance,interest_rate_pct,account_status,opened_date
352,ACC-0352,499,Fixed Deposit,GBP,196821.66,4.28,Active,2019-07-19
353,ACC-0353,310,Investment,CAD,13946.45,4.25,Active,2023-07-13
354,ACC-0354,609,Fixed Deposit,NGN,160009.16,4.28,Active,2018-10-14
355,ACC-0355,637,Current,AUD,86527.96,0.6,Inactive,2020-11-03
356,ACC-0356,598,Current,NGN,36732.19,0.29,Active,2021-10-25
357,ACC-0357,678,Savings,USD,29389.64,2.7,Active,2016-05-22
358,ACC-0358,108,Investment,CAD,206463.03,11.47,Active,2023-04-10
359,ACC-0359,166,Loan,USD,-64382.14,13.38,Closed,2020-09-20
360,ACC-0360,586,Loan,NGN,-85971.71,6.88,Active,2021-10-19
361,ACC-0361,312,Credit Card,USD,-11933.33,20.14,Active,2017-08-06
362,ACC-0362,675,Investment,NGN,383216.62,7.86,Active,2019-10-08
363,ACC-0363,352,Savings,NGN,49482.23,1.93,Active,2015-05-24
364,ACC-0364,590,Fixed Deposit,NGN,62684.86,6.88,Active,2019-06-11
365,ACC-0365,548,Fixed Deposit,NGN,6748.44,8.88,Active,2016-06-18
366,ACC-0366,80,Credit Card,GBP,-6707.49,24.58,Active,2019-12-07
367,ACC-0367,684,Fixed Deposit,EUR,47562.57,6.58,Active,2022-11-01
368,ACC-0368,83,Loan,USD,-85664.56,13.31,Frozen,2019-02-18
369,ACC-0369,313,Investment,CAD,195435.75,11.84,Active,2022-02-25
370,ACC-0370,567,Current,USD,90945.12,0.82,Closed,2023-02-04
371,ACC-0371,671,Fixed Deposit,NGN,140168.08,4.62,Active,2021-11-08
372,ACC-0372,159,Current,NGN,95820.88,0.49,Active,2019-09-06
373,ACC-0373,76,Credit Card,EUR,-13538.72,20.08,Active,2022-06-05
374,ACC-0374,335,Investment,NGN,431357.29,6.81,Active,2021-11-25
375,ACC-0375,275,Fixed Deposit,NGN,184364.84,5.33,Frozen,2022-11-10
376,ACC-0376,217,Loan,CAD,-73269.23,15.88,Frozen,2018-09-03
377,ACC-0377,7,Current,USD,34772.93,0.32,Active,2018-05-04
378,ACC-0378,544,Current,USD,54521.84,1.0,Active,2015-04-21
379,ACC-0379,135,Fixed Deposit,USD,71718.57,4.94,Active,2021-04-10
380,ACC-0380,46,Investment,USD,300274.74,11.98,Inactive,2023-05-07
381,ACC-0381,161,Loan,USD,-54279.83,11.86,Active,2021-02-09
382,ACC-0382,530,Loan,GBP,-161777.72,6.15,Active,2021-12-13
383,ACC-0383,57,Current,USD,19582.39,0.1,Closed,2021-09-04
384,ACC-0384,379,Current,EUR,77557.29,0.55,Active,2017-04-10
385,ACC-0385,773,Loan,AUD,-114830.58,12.99,Closed,2023-06-07
386,ACC-0386,369,Savings,NGN,20153.89,2.33,Active,2017-01-24
387,ACC-0387,6,Credit Card,NGN,-9950.87,18.63,Active,2023-06-05
388,ACC-0388,477,Fixed Deposit,EUR,154149.97,6.11,Active,2017-03-06
389,ACC-0389,774,Loan,NGN,-112932.2,17.89,Inactive,2021-08-04
390,ACC-0390,514,Investment,GBP,414913.35,4.59,Active,2020-03-26
391,ACC-0391,530,Current,USD,18269.59,0.19,Frozen,2021-02-14
392,ACC-0392,692,Investment,CAD,403427.61,6.41,Closed,2017-12-28
393,ACC-0393,41,Current,NGN,50383.89,0.64,Active,2021-03-04
394,ACC-0394,517,Investment,USD,109705.64,3.39,Active,2020-12-08
395,ACC-0395,560,Credit Card,USD,-9708.15,23.29,Closed,2015-09-21
396,ACC-0396,227,Investment,CAD,268595.03,3.22,Active,2017-02-07
397,ACC-0397,689,Credit Card,NGN,-11323.22,19.6,Active,2020-03-15
398,ACC-0398,652,Investment,NGN,214276.87,5.21,Inactive,2015-02-18
399,ACC-0399,88,Investment,USD,63633.63,10.43,Active,2019-11-04
400,ACC-0400,680,Credit Card,USD,-13949.09,20.58,Active,2019-09-09
401,ACC-0401,680,Savings,NGN,33915.85,1.75,Active,2015-02-23
402,ACC-0402,145,Fixed Deposit,CAD,144465.82,5.75,Active,2018-02-18
403,ACC-0403,800,Savings,CAD,29162.17,3.83,Active,2015-12-03
404,ACC-0404,41,Fixed Deposit,USD,53822.2,5.2,Closed,2019-05-16
405,ACC-0405,727,Loan,NGN,-197493.4,8.88,Inactive,2021-06-12
406,ACC-0406,749,Current,CAD,46923.35,0.43,Active,2019-07-09
407,ACC-0407,213,Savings,CAD,48093.44,3.49,Active,2022-11-15
408,ACC-0408,14,Loan,NGN,-141556.63,9.36,Active,2017-07-22
409,ACC-0409,751,Fixed Deposit,AUD,12297.25,6.07,Active,2017-06-12
410,ACC-0410,304,Investment,NGN,460258.96,7.72,Active,2017-11-02
411,ACC-0411,304,Investment,NGN,59344.85,7.59,Active,2023-07-17
412,ACC-0412,20,Savings,AUD,5094.2,4.31,Frozen,2016-10-21
413,ACC-0413,769,Loan,CAD,-92020.48,12.57,Active,2022-02-18
414,ACC-0414,792,Loan,NGN,-162248.21,6.27,Inactive,2023-08-03
415,ACC-0415,295,Current,NGN,30819.93,0.36,Inactive,2017-10-03
416,ACC-0416,187,Credit Card,USD,-1031.5,22.76,Frozen,2019-11-17
417,ACC-0417,787,Fixed Deposit,GBP,178024.99,6.2,Active,2018-04-20
418,ACC-0418,622,Savings,NGN,42138.6,4.48,Active,2019-12-15
419,ACC-0419,650,Fixed Deposit,CAD,94769.17,5.19,Active,2018-03-04
420,ACC-0420,355,Credit Card,NGN,-9215.01,20.4,Active,2016-06-08
421,ACC-0421,290,Investment,CAD,130436.82,8.28,Active,2017-07-26
422,ACC-0422,421,Investment,NGN,213021.92,8.91,Inactive,2019-08-06
423,ACC-0423,519,Credit Card,GBP,-10725.64,23.95,Active,2022-03-19
424,ACC-0424,313,Savings,USD,829.13,3.97,Closed,2023-11-04
425,ACC-0425,361,Current,CAD,1747.78,0.42,Active,2018-01-22
426,ACC-0426,379,Fixed Deposit,USD,197996.86,8.48,Active,2021-03-01
427,ACC-0427,730,Investment,USD,97360.08,9.61,Active,2019-07-06
428,ACC-0428,316,Current,USD,59532.77,0.63,Closed,2017-01-01
429,ACC-0429,51,Fixed Deposit,USD,77268.56,7.04,Active,2016-02-10
430,ACC-0430,66,Credit Card,EUR,-2968.09,24.49,Inactive,2015-11-08
431,ACC-0431,186,Savings,AUD,2389.98,4.39,Active,2020-12-09
432,ACC-0432,340,Savings,USD,4179.64,2.26,Closed,2020-12-14
433,ACC-0433,649,Fixed Deposit,CAD,6739.96,4.72,Frozen,2020-02-28
434,ACC-0434,114,Current,CAD,85917.64,0.71,Inactive,2019-05-11
435,ACC-0435,262,Current,USD,91656.77,0.29,Active,2019-01-17
436,ACC-0436,371,Investment,USD,39109.24,4.19,Active,2021-01-17
437,ACC-0437,471,Savings,USD,49447.44,3.77,Active,2015-12-18
438,ACC-0438,238,Loan,NGN,-27004.06,5.64,Closed,2017-09-18
439,ACC-0439,245,Credit Card,NGN,-5195.62,19.51,Active,2017-08-17
440,ACC-0440,777,Investment,NGN,324210.96,7.29,Active,2020-10-18
441,ACC-0441,196,Loan,USD,-86612.89,7.65,Active,2021-03-05
442,ACC-0442,308,Investment,USD,207306.78,10.5,Inactive,2016-01-24
443,ACC-0443,392,Investment,CAD,274424.18,3.41,Active,2017-06-11
444,ACC-0444,37,Credit Card,NGN,-13618.28,22.37,Frozen,2015-08-19
445,ACC-0445,453,Current,NGN,42181.03,0.73,Active,2018-06-24
446,ACC-0446,207,Loan,NGN,-121860.01,6.02,Frozen,2022-11-17
447,ACC-0447,697,Investment,NGN,482074.38,7.57,Active,2018-04-26
448,ACC-0448,596,Current,USD,50217.22,0.25,Active,2021-12-12
449,ACC-0449,384,Credit Card,GBP,-6201.98,19.61,Active,2022-07-12
450,ACC-0450,594,Credit Card,NGN,-5884.87,18.21,Closed,2018-04-03
451,ACC-0451,664,Savings,USD,3785.97,4.52,Active,2020-09-28
452,ACC-0452,715,Credit Card,USD,-11480.83,22.23,Active,2016-06-27
453,ACC-0453,418,Investment,USD,17652.46,9.11,Frozen,2017-05-28
454,ACC-0454,396,Investment,NGN,272130.73,8.92,Active,2021-03-28
455,ACC-0455,563,Loan,USD,-79455.75,6.99,Closed,2015-12-16
456,ACC-0456,546,Loan,CAD,-83281.59,17.13,Active,2020-03-15
457,ACC-0457,451,Credit Card,USD,-11017.18,22.98,Inactive,2021-06-23
458,ACC-0458,14,Current,GBP,57942.54,0.17,Active,2019-08-13
459,ACC-0459,268,Fixed Deposit,USD,179045.49,8.11,Active,2020-01-19
460,ACC-0460,636,Fixed Deposit,GBP,184664.07,6.74,Active,2022-12-09
461,ACC-0461,114,Loan,EUR,-91507.87,15.22,Active,2019-10-08
462,ACC-0462,155,Current,GBP,95815.48,0.98,Active,2020-04-04
463,ACC-0463,611,Fixed Deposit,AUD,141746.52,7.07,Active,2019-02-26
464,ACC-0464,312,Investment,EUR,325421.16,7.19,Active,2021-12-20
465,ACC-0465,279,Loan,NGN,-90906.31,14.16,Active,2016-06-02
466,ACC-0466,312,Investment,AUD,380763.92,6.71,Active,2023-12-14
467,ACC-0467,117,Current,NGN,71602.74,0.72,Active,2022-03-04
468,ACC-0468,699,Savings,USD,5281.09,3.08,Active,2019-08-12
469,ACC-0469,48,Savings,USD,30570.55,2.1,Active,2019-04-13
470,ACC-0470,121,Savings,EUR,48378.06,3.73,Active,2019-09-04
471,ACC-0471,497,Loan,USD,-10147.61,15.16,Active,2018-12-07
472,ACC-0472,447,Loan,USD,-98373.4,8.0,Active,2020-02-17
473,ACC-0473,404,Fixed Deposit,NGN,38585.38,7.47,Closed,2019-04-08
474,ACC-0474,586,Savings,GBP,49999.01,3.84,Active,2020-09-03
475,ACC-0475,693,Savings,NGN,46858.36,4.47,Active,2021-08-26
476,ACC-0476,410,Savings,CAD,5504.39,4.04,Active,2018-02-14
477,ACC-0477,419,Loan,EUR,-195911.31,11.81,Active,2015-08-10
478,ACC-0478,64,Current,USD,4079.38,0.5,Active,2018-11-24
479,ACC-0479,473,Loan,AUD,-23429.59,16.67,Active,2019-11-08
480,ACC-0480,645,Savings,NGN,39630.29,3.42,Active,2022-12-22
481,ACC-0481,706,Investment,CAD,272596.76,11.36,Active,2018-10-11
482,ACC-0482,703,Savings,USD,21998.06,1.7,Active,2019-01-16
483,ACC-0483,639,Investment,NGN,434101.06,10.27,Inactive,2019-04-03
484,ACC-0484,707,Credit Card,GBP,-10456.26,18.38,Active,2017-07-19
485,ACC-0485,582,Credit Card,CAD,-7976.72,15.97,Frozen,2018-01-17
486,ACC-0486,244,Loan,CAD,-124090.34,5.32,Frozen,2019-03-04
487,ACC-0487,460,Savings,NGN,5204.6,1.54,Inactive,2021-07-22
488,ACC-0488,250,Credit Card,CAD,-12216.2,23.66,Inactive,2022-07-21
489,ACC-0489,102,Credit Card,GBP,-7211.41,23.23,Active,2015-10-01
490,ACC-0490,674,Credit Card,USD,-230.52,18.27,Closed,2015-12-04
491,ACC-0491,783,Savings,CAD,33262.92,2.86,Closed,2017-04-19
492,ACC-0492,262,Credit Card,EUR,-2635.04,22.17,Inactive,2015-05-10
493,ACC-0493,643,Investment,USD,484082.42,5.79,Active,2018-04-23
494,ACC-0494,490,Credit Card,USD,-6731.87,24.37,Closed,2019-09-18
495,ACC-0495,577,Credit Card,NGN,-2497.02,23.98,Active,2015-01-09
496,ACC-0496,703,Current,GBP,90721.99,0.36,Active,2023-12-13
497,ACC-0497,321,Credit Card,NGN,-13917.96,24.69,Active,2023-04-25
498,ACC-0498,124,Credit Card,USD,-11027.57,24.24,Active,2019-11-12
499,ACC-0499,535,Fixed Deposit,NGN,170024.19,4.05,Active,2016-06-21
500,ACC-0500,392,Credit Card,USD,-11370.57,15.01,Active,2022-08-13
501,ACC-0501,658,Credit Card,EUR,-9252.31,16.31,Closed,2021-01-07
502,ACC-0502,249,Fixed Deposit,NGN,123062.31,6.41,Active,2016-07-21
503,ACC-0503,276,Credit Card,USD,-2832.46,20.99,Active,2023-05-08
504,ACC-0504,757,Savings,USD,28352.89,4.52,Active,2019-06-28
505,ACC-0505,745,Current,NGN,40978.62,0.82,Active,2019-09-26
506,ACC-0506,470,Fixed Deposit,NGN,71825.54,5.41,Inactive,2022-12-03
507,ACC-0507,753,Savings,CAD,26600.73,2.6,Active,2018-12-14
508,ACC-0508,249,Credit Card,GBP,-4461.98,16.11,Closed,2019-03-24
509,ACC-0509,209,Credit Card,NGN,-4859.0,19.71,Active,2019-09-05
510,ACC-0510,324,Loan,NGN,-182448.31,14.81,Active,2015-12-04
511,ACC-0511,452,Savings,GBP,7045.59,3.71,Active,2020-08-18
512,ACC-0512,221,Credit Card,USD,-12644.67,15.87,Active,2020-11-25
513,ACC-0513,462,Savings,NGN,34104.83,2.69,Active,2022-10-14
514,ACC-0514,264,Investment,NGN,208021.93,8.52,Active,2023-02-21
515,ACC-0515,18,Fixed Deposit,EUR,40995.93,5.92,Inactive,2020-12-14
516,ACC-0516,19,Current,CAD,74147.98,0.71,Active,2018-10-13
517,ACC-0517,337,Credit Card,USD,-11436.47,16.73,Closed,2020-11-10
518,ACC-0518,785,Investment,GBP,385873.62,7.52,Active,2015-06-01
519,ACC-0519,266,Investment,USD,343188.47,8.98,Active,2015-02-19
520,ACC-0520,427,Fixed Deposit,NGN,22711.54,6.38,Active,2022-09-03
521,ACC-0521,595,Savings,NGN,14336.02,4.11,Active,2015-12-01
522,ACC-0522,129,Investment,CAD,310323.15,10.45,Inactive,2020-06-07
523,ACC-0523,649,Credit Card,NGN,-3724.01,16.96,Active,2022-05-16
524,ACC-0524,740,Loan,NGN,-6347.88,13.39,Active,2017-05-09
525,ACC-0525,585,Credit Card,USD,-10919.48,15.34,Active,2019-09-28
526,ACC-0526,258,Loan,USD,-170458.82,15.97,Closed,2016-12-28
527,ACC-0527,627,Investment,CAD,407171.8,9.84,Active,2021-01-09
528,ACC-0528,30,Current,NGN,56253.09,0.9,Inactive,2015-02-06
529,ACC-0529,195,Loan,CAD,-153760.09,8.92,Active,2020-01-02
530,ACC-0530,269,Loan,USD,-145553.76,16.37,Active,2018-11-13
531,ACC-0531,632,Fixed Deposit,CAD,167278.64,4.7,Active,2023-03-21
532,ACC-0532,41,Savings,GBP,31692.47,3.45,Closed,2017-11-23
533,ACC-0533,644,Loan,GBP,-150969.68,12.69,Active,2022-10-15
534,ACC-0534,425,Fixed Deposit,GBP,105628.27,5.98,Active,2017-08-25
535,ACC-0535,79,Credit Card,EUR,-14506.77,23.02,Closed,2022-04-08
536,ACC-0536,733,Current,AUD,18870.62,0.58,Active,2023-11-19
537,ACC-0537,691,Savings,CAD,21413.51,3.34,Frozen,2018-02-27
538,ACC-0538,252,Loan,NGN,-154292.08,17.62,Active,2021-12-07
539,ACC-0539,42,Investment,USD,493014.92,4.16,Inactive,2023-08-26
540,ACC-0540,487,Savings,NGN,35385.21,2.53,Active,2015-08-01
541,ACC-0541,241,Fixed Deposit,NGN,145268.09,4.11,Active,2018-03-27
542,ACC-0542,700,Investment,EUR,462950.72,10.45,Frozen,2020-11-19
543,ACC-0543,211,Credit Card,CAD,-1497.5,17.83,Active,2021-10-04
544,ACC-0544,600,Loan,USD,-129308.15,10.66,Active,2022-11-14
545,ACC-0545,439,Current,USD,91631.68,0.14,Active,2015-11-06
546,ACC-0546,420,Current,EUR,59454.04,0.64,Active,2017-06-04
547,ACC-0547,78,Savings,GBP,40724.67,1.85,Active,2021-02-07
548,ACC-0548,411,Savings,USD,3672.29,1.64,Active,2016-10-14
549,ACC-0549,400,Credit Card,NGN,-10202.23,24.77,Active,2018-02-06
550,ACC-0550,425,Credit Card,NGN,-13391.05,23.04,Active,2020-11-24
551,ACC-0551,510,Savings,NGN,30453.5,4.27,Active,2018-02-24
552,ACC-0552,94,Loan,GBP,-31106.84,6.56,Closed,2016-06-19
553,ACC-0553,672,Loan,AUD,-148313.91,8.14,Active,2020-03-03
554,ACC-0554,471,Investment,GBP,424300.91,5.47,Active,2015-07-02
555,ACC-0555,751,Fixed Deposit,GBP,123529.63,8.35,Active,2018-01-16
556,ACC-0556,214,Current,GBP,55265.94,0.2,Active,2018-02-15
557,ACC-0557,578,Credit Card,NGN,-9089.93,15.32,Active,2018-08-16
558,ACC-0558,454,Investment,EUR,85174.56,6.7,Active,2021-10-03
559,ACC-0559,298,Credit Card,USD,-5827.88,21.82,Active,2023-09-04
560,ACC-0560,633,Fixed Deposit,AUD,25386.09,7.11,Active,2019-11-08
561,ACC-0561,62,Savings,NGN,35541.3,3.68,Active,2023-04-12
562,ACC-0562,297,Current,USD,11170.88,0.88,Active,2017-05-11
563,ACC-0563,270,Savings,USD,763.23,1.92,Active,2019-05-21
564,ACC-0564,731,Credit Card,USD,-4861.09,22.02,Active,2019-06-15
565,ACC-0565,145,Credit Card,USD,-13478.8,22.07,Closed,2018-04-10
566,ACC-0566,588,Savings,EUR,32796.46,2.89,Inactive,2016-12-10
567,ACC-0567,260,Current,NGN,85884.07,0.24,Closed,2022-06-07
568,ACC-0568,262,Credit Card,GBP,-5786.74,24.39,Inactive,2017-10-23
569,ACC-0569,106,Credit Card,USD,-3600.31,17.49,Active,2018-06-18
570,ACC-0570,405,Investment,USD,148560.51,7.55,Active,2021-03-07
571,ACC-0571,667,Fixed Deposit,USD,151411.84,6.06,Active,2016-01-01
572,ACC-0572,109,Current,NGN,70481.61,0.6,Closed,2022-04-27
573,ACC-0573,621,Loan,USD,-136474.24,8.05,Inactive,2017-01-09
574,ACC-0574,476,Loan,USD,-29240.87,16.69,Inactive,2019-03-23
575,ACC-0575,146,Savings,USD,24727.51,2.32,Active,2017-12-17
576,ACC-0576,353,Fixed Deposit,GBP,191343.65,7.78,Active,2019-04-01
577,ACC-0577,145,Current,AUD,48620.85,0.83,Active,2020-04-01
578,ACC-0578,251,Loan,NGN,-39064.17,12.54,Active,2018-12-19
579,ACC-0579,161,Fixed Deposit,USD,192368.15,5.0,Active,2017-04-08
580,ACC-0580,398,Current,EUR,46908.89,0.99,Frozen,2021-08-07
581,ACC-0581,675,Fixed Deposit,NGN,95200.94,5.28,Closed,2021-11-26
582,ACC-0582,556,Credit Card,EUR,-8186.7,22.65,Inactive,2016-05-14
583,ACC-0583,693,Loan,GBP,-68501.89,16.78,Active,2019-03-19
584,ACC-0584,446,Loan,NGN,-11715.7,5.92,Active,2023-10-04
585,ACC-0585,502,Investment,NGN,147005.07,5.44,Active,2023-10-28
586,ACC-0586,440,Loan,USD,-65725.16,16.32,Active,2017-07-14
587,ACC-0587,174,Investment,USD,178534.6,9.09,Active,2017-10-03
588,ACC-0588,222,Loan,USD,-185224.94,7.88,Inactive,2015-09-23
589,ACC-0589,628,Credit Card,NGN,-2639.96,15.78,Active,2020-06-19
590,ACC-0590,738,Credit Card,NGN,-11005.4,24.04,Active,2019-07-17
591,ACC-0591,466,Loan,USD,-99796.94,13.91,Active,2017-09-07
592,ACC-0592,165,Fixed Deposit,USD,79198.73,6.01,Inactive,2019-12-08
593,ACC-0593,522,Savings,NGN,24078.56,4.81,Active,2015-10-05
594,ACC-0594,288,Loan,CAD,-121316.48,9.62,Active,2016-11-24
595,ACC-0595,128,Savings,EUR,787.39,4.36,Active,2020-03-02
596,ACC-0596,290,Investment,CAD,216967.02,4.16,Inactive,2019-05-21
597,ACC-0597,668,Loan,NGN,-167815.62,11.58,Active,2023-01-19
598,ACC-0598,540,Fixed Deposit,AUD,171003.19,4.22,Closed,2018-07-09
599,ACC-0599,227,Investment,USD,486515.69,7.85,Active,2019-10-25
600,ACC-0600,245,Savings,CAD,44049.56,3.8,Active,2021-02-14
601,ACC-0601,613,Investment,EUR,107861.18,5.55,Active,2022-06-06
602,ACC-0602,20,Investment,NGN,497377.85,4.54,Closed,2017-10-02
603,ACC-0603,7,Savings,NGN,23270.87,2.38,Active,2018-02-22
604,ACC-0604,506,Current,EUR,95632.58,0.28,Active,2018-01-05
605,ACC-0605,290,Investment,NGN,334950.55,11.71,Active,2022-03-20
606,ACC-0606,337,Fixed Deposit,GBP,5402.71,4.67,Active,2016-03-24
607,ACC-0607,270,Investment,USD,215383.15,7.09,Active,2018-12-11
608,ACC-0608,61,Current,USD,36499.82,0.75,Frozen,2019-09-07
609,ACC-0609,406,Loan,USD,-118615.14,6.67,Inactive,2016-05-08
610,ACC-0610,600,Current,EUR,700.28,0.24,Active,2021-05-08
611,ACC-0611,281,Credit Card,EUR,-4150.87,22.89,Active,2015-07-13
612,ACC-0612,460,Savings,CAD,6760.67,3.0,Inactive,2023-01-14
613,ACC-0613,178,Credit Card,GBP,-4321.37,22.78,Active,2022-08-17
614,ACC-0614,625,Current,CAD,1190.71,0.16,Closed,2017-07-21
615,ACC-0615,48,Credit Card,USD,-874.22,24.4,Closed,2018-10-02
616,ACC-0616,263,Current,USD,1666.05,0.4,Active,2017-07-28
617,ACC-0617,558,Savings,CAD,11282.23,3.62,Inactive,2022-08-10
618,ACC-0618,90,Credit Card,USD,-3941.85,19.44,Active,2017-05-15
619,ACC-0619,295,Credit Card,NGN,-8087.5,15.77,Active,2022-10-01
620,ACC-0620,768,Current,GBP,15487.83,0.33,Active,2022-02-19
621,ACC-0621,53,Fixed Deposit,EUR,188404.78,4.84,Active,2019-06-21
622,ACC-0622,61,Credit Card,NGN,-5212.42,19.63,Active,2018-06-08
623,ACC-0623,277,Fixed Deposit,USD,158822.33,4.62,Inactive,2019-09-19
624,ACC-0624,545,Loan,GBP,-108456.5,17.29,Inactive,2017-04-22
625,ACC-0625,379,Current,USD,50446.57,0.56,Frozen,2016-12-11
626,ACC-0626,226,Fixed Deposit,GBP,149987.57,5.5,Closed,2020-08-26
627,ACC-0627,142,Savings,EUR,9177.76,4.64,Inactive,2019-09-18
628,ACC-0628,152,Credit Card,NGN,-7582.39,16.48,Active,2018-11-10
629,ACC-0629,423,Loan,AUD,-43930.27,10.94,Inactive,2022-11-11
630,ACC-0630,20,Loan,EUR,-149173.64,12.39,Inactive,2019-01-28
631,ACC-0631,15,Current,USD,77854.2,0.39,Active,2022-12-27
632,ACC-0632,397,Loan,GBP,-141072.4,7.99,Active,2021-03-17
633,ACC-0633,433,Credit Card,NGN,-8453.98,22.41,Closed,2015-11-26
634,ACC-0634,797,Fixed Deposit,CAD,160243.88,7.65,Active,2019-11-10
635,ACC-0635,506,Fixed Deposit,EUR,123856.0,5.76,Active,2021-08-20
636,ACC-0636,240,Loan,NGN,-84057.91,7.75,Active,2017-09-07
637,ACC-0637,628,Investment,USD,275961.2,4.93,Inactive,2018-04-23
638,ACC-0638,574,Savings,GBP,36882.34,2.85,Active,2016-02-16
639,ACC-0639,245,Credit Card,NGN,-3536.06,19.24,Inactive,2022-08-26
640,ACC-0640,207,Savings,CAD,1825.25,4.83,Active,2021-06-08
641,ACC-0641,718,Credit Card,USD,-13013.17,15.44,Closed,2020-08-10
642,ACC-0642,56,Investment,USD,407995.75,5.73,Active,2019-10-13
643,ACC-0643,658,Current,CAD,95476.95,0.24,Active,2020-09-09
644,ACC-0644,127,Investment,NGN,156360.02,8.97,Active,2015-10-27
645,ACC-0645,60,Credit Card,GBP,-11323.2,24.13,Active,2019-01-16
646,ACC-0646,549,Credit Card,EUR,-13036.85,17.26,Active,2015-04-01
647,ACC-0647,489,Savings,GBP,34170.31,4.93,Frozen,2021-03-21
648,ACC-0648,101,Credit Card,GBP,-8567.78,24.58,Active,2016-05-13
649,ACC-0649,625,Investment,USD,227112.18,3.75,Active,2016-03-13
650,ACC-0650,240,Fixed Deposit,EUR,138537.27,5.71,Active,2021-02-02
651,ACC-0651,502,Current,USD,78629.65,0.67,Inactive,2018-07-07
652,ACC-0652,44,Investment,NGN,356424.42,11.49,Active,2023-05-06
653,ACC-0653,435,Savings,CAD,18370.65,2.45,Active,2017-05-23
654,ACC-0654,491,Loan,GBP,-186629.86,6.89,Active,2023-05-26
655,ACC-0655,519,Loan,USD,-118805.56,8.33,Active,2019-11-14
656,ACC-0656,246,Loan,NGN,-36686.94,6.15,Inactive,2023-01-14
657,ACC-0657,699,Fixed Deposit,NGN,70198.14,4.04,Active,2022-09-08
658,ACC-0658,437,Current,NGN,84835.67,0.28,Active,2016-06-07
659,ACC-0659,212,Investment,AUD,490645.43,11.93,Inactive,2019-01-02
660,ACC-0660,34,Savings,GBP,37200.3,1.55,Active,2019-08-06
661,ACC-0661,677,Investment,USD,211944.92,11.45,Active,2018-06-07
662,ACC-0662,781,Fixed Deposit,GBP,39339.73,5.14,Active,2022-06-27
663,ACC-0663,626,Current,AUD,41518.26,0.88,Active,2015-12-15
664,ACC-0664,484,Loan,NGN,-133775.0,6.57,Frozen,2021-03-09
665,ACC-0665,427,Current,USD,47939.35,0.36,Active,2018-12-18
666,ACC-0666,232,Investment,USD,20798.69,3.35,Active,2021-02-08
667,ACC-0667,305,Savings,USD,15638.33,2.48,Active,2018-01-19
668,ACC-0668,561,Investment,USD,71281.23,9.47,Closed,2021-11-28
669,ACC-0669,613,Fixed Deposit,CAD,76245.03,5.51,Closed,2019-10-14
670,ACC-0670,461,Savings,USD,7879.76,3.01,Frozen,2023-12-13
671,ACC-0671,174,Current,NGN,40272.28,0.94,Active,2022-10-20
672,ACC-0672,5,Fixed Deposit,USD,105543.02,4.51,Closed,2022-05-10
673,ACC-0673,700,Current,CAD,99759.15,0.74,Active,2019-04-28
674,ACC-0674,533,Credit Card,NGN,-14143.33,15.27,Active,2020-08-17
675,ACC-0675,83,Investment,USD,421480.09,11.17,Inactive,2023-03-11
676,ACC-0676,91,Fixed Deposit,GBP,13372.4,6.38,Inactive,2015-01-01
677,ACC-0677,370,Credit Card,USD,-2372.18,19.14,Active,2019-03-07
678,ACC-0678,92,Loan,USD,-194470.24,16.37,Inactive,2021-03-10
679,ACC-0679,199,Fixed Deposit,USD,143726.68,5.14,Active,2023-09-06
680,ACC-0680,109,Fixed Deposit,CAD,187099.99,4.16,Active,2015-09-07
681,ACC-0681,2,Loan,USD,-54654.69,8.17,Active,2017-03-28
682,ACC-0682,46,Fixed Deposit,AUD,114815.81,7.29,Inactive,2017-05-28
683,ACC-0683,357,Savings,NGN,23359.85,3.75,Closed,2021-06-18
684,ACC-0684,368,Savings,NGN,41991.28,2.22,Active,2020-10-14
685,ACC-0685,162,Current,GBP,70456.32,0.57,Active,2023-06-02
686,ACC-0686,791,Loan,EUR,-11539.03,7.51,Active,2023-06-10
687,ACC-0687,166,Credit Card,USD,-1442.51,20.12,Active,2019-01-16
688,ACC-0688,281,Current,GBP,28177.45,0.27,Active,2021-06-18
689,ACC-0689,565,Credit Card,CAD,-8659.97,17.27,Active,2016-05-24
690,ACC-0690,322,Savings,NGN,4025.64,4.88,Active,2016-03-26
691,ACC-0691,759,Credit Card,GBP,-913.24,21.48,Active,2015-02-06
692,ACC-0692,129,Savings,EUR,16680.6,3.53,Active,2017-06-20
693,ACC-0693,553,Savings,NGN,7397.2,1.93,Active,2023-07-02
694,ACC-0694,64,Savings,GBP,33884.73,4.02,Active,2023-12-15
695,ACC-0695,410,Credit Card,AUD,-641.3,15.95,Active,2016-10-01
696,ACC-0696,720,Loan,CAD,-57659.85,12.01,Active,2019-11-07
697,ACC-0697,424,Credit Card,USD,-9332.62,18.79,Active,2021-03-12
698,ACC-0698,474,Investment,NGN,124479.89,9.12,Inactive,2021-07-24
699,ACC-0699,634,Savings,NGN,42069.52,2.8,Active,2020-10-10
700,ACC-0700,479,Loan,EUR,-159385.89,11.02,Closed,2019-09-27
701,ACC-0701,150,Investment,GBP,320832.03,3.5,Active,2023-09-07
702,ACC-0702,475,Savings,EUR,42306.25,4.91,Inactive,2021-08-27
703,ACC-0703,119,Investment,AUD,461507.17,6.46,Active,2018-01-14
704,ACC-0704,110,Current,NGN,7483.25,0.96,Closed,2019-03-10
